2558-03-17 10:45:13,327 [ModalContext] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2558-03-17 13:43:55,726 [Worker-9] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2558-03-17 13:43:55,899 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:filereader:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\filereader\pom.xml.
2558-03-17 13:43:56,139 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:string:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\string\pom.xml.
2558-03-17 13:43:56,211 [Worker-9] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 0 sec
2558-03-17 13:48:37,370 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:string:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\string\pom.xml.
2558-03-17 13:48:37,557 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:filereader:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\filereader\pom.xml.
2558-03-17 13:48:41,720 [Worker-11] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2558-03-17 13:48:42,016 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:filereader:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\filereader\pom.xml.
2558-03-17 13:48:42,106 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:string:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\string\pom.xml.
2558-03-17 13:48:43,215 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /filereader/src/main/java
2558-03-17 13:48:43,216 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /filereader/src/test/java
2558-03-17 13:48:44,262 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /string/src/main/java
2558-03-17 13:48:44,263 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /string/src/test/java
2558-03-17 13:48:44,718 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:filereader:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\filereader\pom.xml.
2558-03-17 13:48:45,317 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:string:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\string\pom.xml.
2558-03-17 13:48:45,716 [Worker-11] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 3 sec
2558-03-17 13:48:46,388 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:48:46,389 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\main\resources
2558-03-17 13:48:46,392 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:48:46,393 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\test\resources
2558-03-17 13:48:46,515 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:48:46,519 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\main\resources
2558-03-17 13:48:46,521 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:48:46,522 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\test\resources
2558-03-17 13:50:03,086 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:filereader:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\filereader\pom.xml.
2558-03-17 13:50:03,236 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:03,237 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\main\resources
2558-03-17 13:50:03,239 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:03,240 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\test\resources
2558-03-17 13:50:41,035 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:41,036 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\main\resources
2558-03-17 13:50:41,037 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:41,038 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\test\resources
2558-03-17 13:50:52,788 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:52,789 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\main\resources
2558-03-17 13:50:52,790 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:52,791 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\test\resources
2558-03-17 13:50:52,801 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:52,803 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\main\resources
2558-03-17 13:50:52,804 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:50:52,805 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\test\resources
2558-03-17 13:51:07,675 [Worker-14] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:string:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\string\pom.xml.
2558-03-17 13:51:07,761 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:51:07,762 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\main\resources
2558-03-17 13:51:07,764 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:51:07,765 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\test\resources
2558-03-17 13:51:11,243 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:51:11,244 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\main\resources
2558-03-17 13:51:11,247 [Worker-15] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:51:11,247 [Worker-15] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\string\src\test\resources
2558-03-17 13:53:14,495 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:53:14,497 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\main\resources
2558-03-17 13:53:14,503 [Worker-5] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 13:53:14,504 [Worker-5] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\filereader\src\test\resources
2558-03-17 14:00:49,918 [Worker-21] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:java-cookbook:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\java-cookbook\pom.xml.
2558-03-17 14:00:50,132 [Worker-21] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /java-cookbook/src/main/java
2558-03-17 14:00:50,133 [Worker-21] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /java-cookbook/src/test/java
2558-03-17 14:00:50,240 [Worker-21] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 1 project(s) in 0 sec
2558-03-17 14:00:50,763 [Worker-17] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:java-cookbook:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\java-cookbook\pom.xml.
2558-03-17 14:00:51,179 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:00:51,180 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:00:51,182 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:00:51,183 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:00:51,414 [Worker-23] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: net.mixedmuffin.cookbook:java-cookbook:1.0-SNAPSHOT @ D:\58Prj\java-cookbook\java-cookbook\pom.xml.
2558-03-17 14:00:52,265 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:00:52,266 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:00:52,268 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:00:52,268 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:01:12,377 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:01:12,378 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:01:12,380 [Worker-17] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:01:12,381 [Worker-17] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:07:10,965 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:10,966 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:07:10,968 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:10,969 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:07:12,079 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:12,080 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:07:12,083 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:12,084 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:07:16,726 [Worker-28] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:16,728 [Worker-28] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:07:16,729 [Worker-28] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:16,730 [Worker-28] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:07:34,100 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:34,101 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:07:34,103 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:07:34,103 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:14:03,868 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:14:03,868 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:14:03,872 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:14:03,873 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:15:33,747 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:15:33,748 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:15:33,750 [Worker-29] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:15:33,751 [Worker-29] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:16:11,475 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:11,476 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:16:11,478 [Worker-33] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:11,479 [Worker-33] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:16:12,547 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:12,548 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:16:12,550 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:12,551 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:16:52,707 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:52,708 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:16:52,710 [Worker-30] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:16:52,712 [Worker-30] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:17:24,739 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:17:24,740 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:17:24,742 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:17:24,743 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:17:55,800 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:17:55,802 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:17:55,806 [Worker-27] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:17:55,808 [Worker-27] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:18:13,002 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:18:13,004 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
2558-03-17 14:18:13,006 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:18:13,007 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\test\resources
2558-03-17 14:18:28,903 [Worker-31] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (MS874 actually) to copy filtered resources, i.e. build is platform dependent!
2558-03-17 14:18:28,904 [Worker-31] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\58Prj\java-cookbook\java-cookbook\src\main\resources
